# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 25 09:39:08 2026
#
# User preference: *
#
# CONSTRAINT:  where (soltype like '%confirmed%'
# CONSTRAINT:  and pl_controv_flag = 0
# CONSTRAINT:  and pl_radj > 0
# CONSTRAINT:  and pl_bmassj > 0)
# CONSTRAINT:  order by pl_bmassj desc
#
# COLUMN pl_name:        Planet Name
# COLUMN sy_snum:        Number of Stars
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
#
pl_name,sy_snum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_radj,pl_bmassj
Kepler-30 b,1,Transit,2012,Published Confirmed,0,0.32117049,0.20000000
HAT-P-18 b,1,Transit,2010,Published Confirmed,0,0.99500000,0.20000000
Kepler-52 c,1,Transit,2012,Published Confirmed,0,0.19600000,0.19800000
Kepler-37 d,1,Transit,2013,Published Confirmed,0,0.17800000,0.19700000
HAT-P-18 b,1,Transit,2010,Published Confirmed,0,0.99500000,0.19700000
HAT-P-18 b,1,Transit,2010,Published Confirmed,0,0.94700000,0.19600000
KELT-11 b,1,Transit,2017,Published Confirmed,0,1.37000000,0.19500000
TOI-4734 b,1,Transit,2025,Published Confirmed,0,0.97400000,0.19400000
TOI-2374 b,2,Transit,2024,Published Confirmed,0,0.66800000,0.19400000
TOI-532 b,1,Transit,2021,Published Confirmed,0,0.51922652,0.19350064
Kepler-282 d,1,Transit,2013,Published Confirmed,0,0.21900000,0.19200000
TOI-6651 b,1,Transit,2024,Published Confirmed,0,0.45410017,0.19192746
TOI-1842 b,1,Transit,2021,Published Confirmed,0,1.06000000,0.19000000
HD 221416 b,1,Transit,2019,Published Confirmed,0,0.83600000,0.19000000
Kepler-23 c,1,Transit,2011,Published Confirmed,0,0.28500000,0.18900000
K2-261 b,1,Transit,2018,Published Confirmed,0,0.85000000,0.18800000
K2-108 b,1,Transit,2017,Published Confirmed,0,0.47105086,0.18689330
K2-108 b,1,Transit,2017,Published Confirmed,0,0.47105005,0.18689236
TOI-1135 b,1,Transit,2024,Published Confirmed,0,0.88500000,0.18500000
TOI-5398 b,1,Transit,2022,Published Confirmed,0,0.91890603,0.18469085
Kepler-103 c,1,Transit,2014,Published Confirmed,0,0.48656521,0.18396719
KOI-94 d,2,Transit,2013,Published Confirmed,0,0.90106165,0.18374603
Kepler-416 b,1,Transit Timing Variations,2014,Published Confirmed,0,0.22100000,0.18300000
WASP-127 b,2,Transit,2016,Published Confirmed,0,1.37000000,0.18000000
TOI-2134 c,1,Transit,2023,Published Confirmed,0,0.64500000,0.18000000
AU Mic b,1,Transit,2020,Published Confirmed,0,0.37500000,0.18000000
TOI-332 b,1,Transit,2023,Published Confirmed,0,0.28548537,0.17997133
TOI-1749 b,1,Transit,2021,Published Confirmed,0,0.12400771,0.17934206
HATS-62 b,1,Transit,2018,Published Confirmed,0,1.05500000,0.17900000
TOI-2374 b,2,Transit,2024,Published Confirmed,0,0.60754855,0.17820937
TOI-1696 b,1,Transit,2022,Published Confirmed,0,0.28905394,0.17808352
Kepler-282 e,1,Transit,2013,Published Confirmed,0,0.27700000,0.17700000
Kepler-278 b,1,Transit,2014,Published Confirmed,0,0.35284207,0.17619570
K2-261 b,1,Transit,2018,Published Confirmed,0,0.92069032,0.17619570
TOI-3976 A b,2,Transit,2023,Published Confirmed,0,1.09500000,0.17500000
TOI-954 b,1,Transit,2020,Published Confirmed,0,0.85200000,0.17400000
Kepler-123 b,1,Transit,2014,Published Confirmed,0,0.22700000,0.17400000
TOI-2076 c,1,Transit,2021,Published Confirmed,0,0.32959428,0.17304935
HATS-46 b,1,Transit,2018,Published Confirmed,0,0.90300000,0.17300000
Kepler-126 d,1,Transit,2014,Published Confirmed,0,0.22642558,0.17175992
Kepler-9 c,1,Transit,2010,Published Confirmed,0,0.82300000,0.17100000
KELT-11 b,1,Transit,2017,Published Confirmed,0,1.35000000,0.17100000
TOI-2876 b,1,Transit,2025,Published Confirmed,0,0.86000000,0.17000000
TOI-199 b,1,Transit,2023,Published Confirmed,0,0.81000000,0.17000000
Kepler-79 b,1,Transit,2012,Published Confirmed,0,0.17100000,0.17000000
Kepler-462 b,1,Transit,2016,Published Confirmed,0,0.26764207,0.16958752
GJ 414 A c,2,Radial Velocity,2021,Published Confirmed,0,0.74939781,0.16936727
TOI-3862 b,1,Transit,2026,Published Confirmed,0,0.49300000,0.16880000
TOI-6894 b,1,Transit,2025,Published Confirmed,0,0.85500000,0.16800000
Kepler-58 c,1,Transit,2012,Published Confirmed,0,0.25500000,0.16675665
WASP-127 b,2,Transit,2016,Published Confirmed,0,1.31100000,0.16470000
TOI-1135 b,1,Transit,2024,Published Confirmed,0,0.80500000,0.16200000
K2-121 b,1,Transit,2017,Published Confirmed,0,0.63877351,0.16046394
TOI-672 b,1,Transit,2023,Published Confirmed,0,0.47372729,0.16014931
TOI-2328 b,1,Transit,2025,Published Confirmed,0,0.89000000,0.16000000
Kepler-82 b,1,Transit,2012,Published Confirmed,0,0.35200000,0.16000000
Kepler-101 b,1,Transit,2014,Published Confirmed,0,0.51000000,0.16000000
K2-39 b,1,Transit,2016,Published Confirmed,0,0.73155500,0.15826071
Kepler-279 c,1,Transit,2013,Published Confirmed,0,0.38400000,0.15500000
K2-280 b,1,Transit,2018,Published Confirmed,0,0.66553777,0.15417124
TOI-1696 b,1,Transit,2022,Published Confirmed,0,0.27567181,0.15354197
Kepler-297 b,1,Transit,2014,Published Confirmed,0,0.28900000,0.15300000
Kepler-1656 b,1,Transit,2018,Published Confirmed,0,0.44785440,0.15291193
Kepler-1513 b,1,Transit,2016,Published Confirmed,0,0.76670665,0.15200000
CoRoT-32 b,1,Transit,2018,Published Confirmed,0,0.57000000,0.15000000
WASP-182 b,1,Transit,2019,Published Confirmed,0,0.85000000,0.14800000
TOI-1386 b,1,Transit,2024,Published Confirmed,0,0.54000000,0.14800000
TOI-181 b,1,Transit,2023,Published Confirmed,0,0.63390000,0.14520000
HATS-8 b,1,Transit,2015,Published Confirmed,0,0.87300000,0.14500000
TOI-1386 b,1,Transit,2024,Published Confirmed,0,0.55458981,0.14410292
Kepler-52 c,1,Transit,2012,Published Confirmed,0,0.16400000,0.14284437
Kepler-226 c,1,Transit,2014,Published Confirmed,0,0.20400000,0.14200000
TOI-3984 A b,2,Transit,2023,Published Confirmed,0,0.71000000,0.14000000
Kepler-326 b,1,Transit,2014,Published Confirmed,0,0.27000000,0.14000000
WASP-193 b,2,Transit,2023,Published Confirmed,0,1.46400000,0.13900000
TOI-1288 b,1,Transit,2022,Published Confirmed,0,0.44325757,0.13875412
K2-55 b,1,Transit,2016,Published Confirmed,0,0.39521881,0.13843948
K2-19 b,1,Transit,2015,Published Confirmed,0,0.66553662,0.13843879
Kepler-9 b,1,Transit,2010,Published Confirmed,0,0.69050000,0.13840000
TOI-257 b,1,Transit,2021,Published Confirmed,0,0.63900000,0.13800000
HATS-8 b,1,Transit,2015,Published Confirmed,0,0.87300000,0.13800000
Kepler-9 b,1,Transit,2010,Published Confirmed,0,0.73155500,0.13686562
Kepler-9 b,1,Transit,2010,Published Confirmed,0,0.73958426,0.13655099
Kepler-129 c,1,Transit,2014,Published Confirmed,0,0.22481973,0.13529313
Kepler-55 b,1,Transit,2012,Published Confirmed,0,0.23000000,0.13500000
HD 95338 b,1,Radial Velocity,2020,Published Confirmed,0,0.37000000,0.13500000
Kepler-128 b,1,Transit,2013,Published Confirmed,0,0.10100000,0.13400000
HD 95338 b,1,Radial Velocity,2020,Published Confirmed,0,0.34704256,0.13353050
TOI-1288 b,1,Transit,2022,Published Confirmed,0,0.46748229,0.13214678
Kepler-83 b,2,Transit,2012,Published Confirmed,0,0.24200000,0.13200000
Kepler-297 c,1,Transit,2014,Published Confirmed,0,0.65900000,0.13200000
Kepler-27 b,1,Transit,2011,Published Confirmed,0,0.52200000,0.13200000
TOI-2134 c,1,Transit,2023,Published Confirmed,0,0.64858707,0.13180068
WASP-156 b,1,Transit,2017,Published Confirmed,0,0.53778558,0.13151751
TOI-849 b,1,Transit,2020,Published Confirmed,0,0.32473961,0.13151751
TOI-1670 b,1,Transit,2022,Published Confirmed,0,0.18378121,0.13000000
WASP-156 b,1,Transit,2017,Published Confirmed,0,0.51000000,0.12800000
TOI-329 b,1,Transit,2024,Published Confirmed,0,0.44076962,0.12711262
Kepler-35 b,2,Transit,2011,Published Confirmed,0,0.72800000,0.12700000
Kepler-84 b,1,Transit,2012,Published Confirmed,0,0.17400000,0.12600000
Kepler-114 c,1,Transit,2013,Published Confirmed,0,0.11500000,0.12600000
HATS-72 b,1,Transit,2020,Published Confirmed,0,0.72240000,0.12540000
K2-39 b,1,Transit,2016,Published Confirmed,0,0.50941208,0.12522418
Kepler-277 c,1,Transit,2013,Published Confirmed,0,0.30000000,0.12500000
Kepler-328 c,1,Transit,2013,Published Confirmed,0,0.48200000,0.12400000
HATS-7 b,1,Transit,2015,Published Confirmed,0,0.56300000,0.12300000
TOI-849 b,1,Transit,2020,Published Confirmed,0,0.30725310,0.12299028
TOI-1439 b,1,Transit,2024,Published Confirmed,0,0.37851667,0.12113455
TOI-1836 b,1,Transit,2024,Published Confirmed,0,0.71400000,0.12100000
HD 89345 b,1,Transit,2018,Published Confirmed,0,0.64800000,0.12100000
TOI-4010 d,1,Transit,2023,Published Confirmed,0,0.55134362,0.12003332
WASP-107 b,1,Transit,2017,Published Confirmed,0,0.94000000,0.12000000
WASP-107 b,1,Transit,2017,Published Confirmed,0,0.94800000,0.12000000
HATS-7 b,1,Transit,2015,Published Confirmed,0,0.56300000,0.12000000
Kepler-103 c,1,Transit,2014,Published Confirmed,0,0.48621727,0.11956137
WASP-107 b,1,Transit,2017,Published Confirmed,0,0.92400000,0.11900000
Kepler-267 b,1,Transit,2014,Published Confirmed,0,0.18800000,0.11900000
K2-39 b,1,Transit,2016,Published Confirmed,0,0.57097074,0.11830283
Kepler-279 d,1,Transit,2013,Published Confirmed,0,0.27700000,0.11800000
WASP-132 c,1,Transit,2022,Published Confirmed,0,0.16500000,0.11751624
HD 63433 b,1,Transit,2020,Published Confirmed,0,0.19301630,0.11735892
WASP-139 b,2,Transit,2016,Published Confirmed,0,0.80000000,0.11700000
Kepler-145 b,1,Transit,2013,Published Confirmed,0,0.23600000,0.11700000
K2-280 b,1,Transit,2018,Published Confirmed,0,0.66910634,0.11672965
TOI-2088 b,1,Transit,2024,Published Confirmed,0,0.32858634,0.11641502
TOI-942 c,1,Transit,2020,Published Confirmed,0,0.42760282,0.11641444
Kepler-128 c,1,Transit,2013,Published Confirmed,0,0.10100000,0.11600000
Kepler-56 b,1,Transit,2012,Published Confirmed,0,0.42537320,0.11453698
Kepler-103 c,1,Transit,2014,Published Confirmed,0,0.45900000,0.11400000
Kepler-53 c,1,Transit,2012,Published Confirmed,0,0.28300000,0.11326867
Kepler-62 e,1,Transit,2013,Published Confirmed,0,0.14400000,0.11300000
Kepler-22 b,1,Transit,2011,Published Confirmed,0,0.21200000,0.11300000
Kepler-122 f,1,Transit Timing Variations,2014,Published Confirmed,0,0.15600000,0.11300000
HD 89345 b,1,Transit,2018,Published Confirmed,0,0.61200821,0.11232420
WASP-193 b,2,Transit,2023,Published Confirmed,0,1.31900000,0.11200000
Kepler-53 c,1,Transit,2012,Published Confirmed,0,0.27800000,0.11200000
Kepler-183 c,1,Transit,2014,Published Confirmed,0,0.19900000,0.11200000
Kepler-58 b,1,Transit,2012,Published Confirmed,0,0.24800000,0.11169549
Kepler-231 b,1,Transit,2014,Published Confirmed,0,0.19600000,0.11100000
K2-32 d,2,Transit,2016,Published Confirmed,0,0.33455259,0.11012176
Kepler-62 f,1,Transit,2013,Published Confirmed,0,0.12600000,0.11000000
Kepler-58 b,1,Transit,2012,Published Confirmed,0,0.23700000,0.11000000
KOI-94 e,2,Transit,2013,Published Confirmed,0,0.58500000,0.11000000
HD 89345 b,1,Transit,2018,Published Confirmed,0,0.66000000,0.11000000
Kepler-278 c,1,Transit,2014,Published Confirmed,0,0.29155193,0.10980768
TOI-2498 b,1,Transit,2023,Published Confirmed,0,0.54063792,0.10892670
TOI-2019 b,1,Transit,2024,Published Confirmed,0,0.47575721,0.10823450
Kepler-203 d,1,Transit,2014,Published Confirmed,0,0.10900000,0.10700000
K2-98 b,1,Transit,2016,Published Confirmed,0,0.45200000,0.10700000
Kepler-24 c,1,Transit,2011,Published Confirmed,0,0.21100000,0.10600000
Kepler-24 b,1,Transit,2011,Published Confirmed,0,0.18000000,0.10500000
Kepler-128 c,1,Transit,2013,Published Confirmed,0,0.10100000,0.10500000
WASP-195 b,1,Transit,2025,Published Confirmed,0,0.92000000,0.10400000
TOI-1338 b,2,Transit,2020,Published Confirmed,0,0.61111607,0.10382909
TOI-5005 b,1,Transit,2024,Published Confirmed,0,0.55800000,0.10300000
TOI-3884 b,1,Transit,2022,Published Confirmed,0,0.57364716,0.10253961
K2-19 b,1,Transit,2015,Published Confirmed,0,0.62449925,0.10194180
K2-19 b,1,Transit,2015,Published Confirmed,0,0.62449925,0.10194180
K2-98 b,1,Transit,2016,Published Confirmed,0,0.38362031,0.10131202
WASP-166 b,1,Transit,2019,Published Confirmed,0,0.63000000,0.10100000
TOI-5108 b,1,Transit,2025,Published Confirmed,0,0.58881358,0.10068326
TOI-1174 b,1,Transit,2024,Published Confirmed,0,0.22361225,0.10068326
TOI-1136 f,1,Transit,2022,Published Confirmed,0,0.33329657,0.10068326
Kepler-56 b,1,Transit,2012,Published Confirmed,0,0.45499152,0.10068275
HATS-37 A b,2,Transit,2020,Published Confirmed,0,0.60600000,0.09900000
TOI-1694 b,1,Transit,2023,Published Confirmed,0,0.47660235,0.09848081
TOI-1136 b,1,Transit,2022,Published Confirmed,0,0.16950694,0.09753691
K2-27 b,3,Transit,2016,Published Confirmed,0,0.39967883,0.09722179
Kepler-128 b,1,Transit,2013,Published Confirmed,0,0.10100000,0.09700000
K2-19 b,1,Transit,2015,Published Confirmed,0,0.58792143,0.09690764
K2-19 b,1,Transit,2015,Published Confirmed,0,0.62449925,0.09690764
LP 714-47 b,1,Transit,2020,Published Confirmed,0,0.41930591,0.09690715
WASP-107 b,1,Transit,2017,Published Confirmed,0,0.94120958,0.09627837
Kepler-338 b,1,Transit,2014,Published Confirmed,0,0.21700000,0.09600000
Kepler-103 c,1,Transit,2014,Published Confirmed,0,0.50075918,0.09578803
TOI-3261 b,1,Transit,2024,Published Confirmed,0,0.34079816,0.09533446
K2-27 b,3,Transit,2016,Published Confirmed,0,0.42287520,0.09501983
TOI-1443 b,1,Transit,2024,Published Confirmed,0,0.20553252,0.09439056
TOI-216.02,1,Transit,2019,Published Confirmed,0,0.68605585,0.09439008
K2-105 b,1,Transit,2017,Published Confirmed,0,0.36900000,0.09439008
Kepler-9 c,1,Transit,2010,Published Confirmed,0,0.74047640,0.09407545
Kepler-9 c,1,Transit,2010,Published Confirmed,0,0.72084932,0.09407545
Kepler-414 c,1,Transit Timing Variations,2014,Published Confirmed,0,0.26900000,0.09400000
Kepler-117 b,1,Transit,2014,Published Confirmed,0,0.71900000,0.09400000
Kepler-31 c,1,Transit,2011,Published Confirmed,0,0.42000000,0.09300000
LTT 9779 b,1,Transit,2020,Published Confirmed,0,0.42109092,0.09225104
LTT 9779 b,1,Transit,2020,Published Confirmed,0,0.42109020,0.09225057
TOI-1836 b,1,Transit,2024,Published Confirmed,0,0.76400000,0.09200000
NGTS-14 A b,2,Transit,2021,Published Confirmed,0,0.44400000,0.09200000
K2-27 b,3,Transit,2016,Published Confirmed,0,0.39700241,0.09155838
TOI-2076 d,1,Transit,2021,Published Confirmed,0,0.30608292,0.09124420
TOI-6041 b,1,Transit,2025,Published Confirmed,0,0.40592451,0.09092957
Kepler-328 b,1,Transit,2013,Published Confirmed,0,0.20500000,0.09000000
K2-39 b,1,Transit,2016,Published Confirmed,0,0.56000000,0.09000000
HAT-P-11 b,1,Transit,2008,Published Confirmed,0,0.43000000,0.09000000
K2-19 b,1,Transit,2015,Published Confirmed,0,0.69051655,0.08967058
TOI-1710 b,2,Transit,2022,Published Confirmed,0,0.47640371,0.08904176
TOI-1173 b,2,Transit,2024,Published Confirmed,0,0.80465934,0.08904176
Kepler-333 b,2,Transit,2014,Published Confirmed,0,0.14400000,0.08900000
CoRoT-24 c,1,Transit,2014,Published Confirmed,0,0.44000000,0.08800000
Kepler-122 e,1,Transit,2014,Published Confirmed,0,0.18000000,0.08700000
HD 152843 c,1,Transit,2021,Published Confirmed,0,0.52011866,0.08652468
TOI-1248 b,1,Transit,2024,Published Confirmed,0,0.60741347,0.08621004
TOI-1173 b,2,Transit,2024,Published Confirmed,0,0.81987830,0.08621004
Kepler-9 c,1,Transit,2010,Published Confirmed,0,0.72317013,0.08584647
TOI-1272 b,1,Transit,2022,Published Confirmed,0,0.36863736,0.08495150
K2-24 c,1,Transit,2016,Published Confirmed,0,0.69765367,0.08495107
K2-10 b,1,Transit,2015,Published Confirmed,0,0.34258185,0.08495107
EPIC 211945201 b,1,Transit,2018,Published Confirmed,0,0.54598983,0.08495107
TOI-1728 b,1,Transit,2020,Published Confirmed,0,0.45053082,0.08425888
TOI-2525 b,1,Transit,2023,Published Confirmed,0,0.77400000,0.08400000
Kepler-65 c,1,Transit,2012,Published Confirmed,0,0.23300000,0.08400000
HAT-P-11 b,1,Transit,2008,Published Confirmed,0,0.39700000,0.08400000
HD 22946 d,1,Transit,2023,Published Confirmed,0,0.23258136,0.08359857
Kepler-411 c,2,Transit,2016,Published Confirmed,0,0.39441520,0.08306327
TOI-3568 b,1,Transit,2024,Published Confirmed,0,0.48300000,0.08300000
TOI-1694 b,1,Transit,2023,Published Confirmed,0,0.48532513,0.08211978
TOI-2196 b,1,Transit,2022,Published Confirmed,0,0.31314176,0.08180515
K2-36 c,1,Transit,2016,Published Confirmed,0,0.21500617,0.08180515
K2-24 c,1,Transit,2016,Published Confirmed,0,0.69765367,0.08180474
Kepler-9 b,1,Transit,2010,Published Confirmed,0,0.72174270,0.08149941
HAT-P-11 b,1,Transit,2008,Published Confirmed,0,0.42200000,0.08100000
Kepler-411 b,2,Transit,2013,Published Confirmed,0,0.21420287,0.08054620
K2-19 c,1,Transit,2015,Published Confirmed,0,0.43358016,0.08054620
HD 18599 b,2,Transit,2022,Published Confirmed,0,0.24087828,0.08023197
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.36600000,0.08000000
Kepler-129 c,1,Transit,2014,Published Confirmed,0,0.21375717,0.07964592
LP 890-9 c,1,Transit,2022,Published Confirmed,0,0.12195578,0.07960270
K2-10 b,1,Transit,2015,Published Confirmed,0,0.33660509,0.07928807
Kepler-33 f,1,Transit,2011,Published Confirmed,0,0.37000000,0.07900000
Kepler-276 c,1,Transit,2013,Published Confirmed,0,0.25200000,0.07900000
Kepler-11 g,1,Transit,2010,Published Confirmed,0,0.29700000,0.07900000
TOI-1420 b,1,Transit,2023,Published Confirmed,0,1.06075658,0.07897343
Kepler-57 b,1,Transit,2012,Published Confirmed,0,0.27968645,0.07884758
HAT-P-11 b,1,Transit,2008,Published Confirmed,0,0.44660000,0.07870000
TOI-1836 b,1,Transit,2024,Published Confirmed,0,0.73874312,0.07771489
TOI-1272 b,1,Transit,2022,Published Confirmed,0,0.36934670,0.07740026
Kepler-25 c,2,Transit,2011,Published Confirmed,0,0.46391293,0.07739987
K2-25 b,1,Transit,2015,Published Confirmed,0,0.30600000,0.07708562
K2-292 b,1,Transit,2019,Published Confirmed,0,0.23463288,0.07708523
Kepler-83 d,2,Transit,2014,Published Confirmed,0,0.19000000,0.07700000
Kepler-4 b,1,Transit,2009,Published Confirmed,0,0.35700000,0.07700000
Kepler-231 c,1,Transit,2014,Published Confirmed,0,0.19000000,0.07600000
Kepler-226 b,1,Transit,2014,Published Confirmed,0,0.13900000,0.07600000
HD 18599 b,2,Transit,2022,Published Confirmed,0,0.23195686,0.07582708
Kepler-18 d,1,Transit,2011,Published Confirmed,0,0.45606288,0.07574894
Kepler-25 c,2,Transit,2011,Published Confirmed,0,0.41279400,0.07571841
TOI-1136 e,1,Transit,2022,Published Confirmed,0,0.22710987,0.07551244
TOI-2141 b,1,Transit,2023,Published Confirmed,0,0.27800000,0.07500000
Kepler-4 b,1,Transit,2009,Published Confirmed,0,0.36800000,0.07500000
TOI-5795 b,1,Transit,2025,Published Confirmed,0,0.50138368,0.07444269
TOI-674 b,1,Transit,2021,Published Confirmed,0,0.46837443,0.07425390
Kepler-215 d,1,Transit,2014,Published Confirmed,0,0.20900000,0.07400000
HATS-38 b,1,Transit,2020,Published Confirmed,0,0.61400000,0.07400000
TOI-815 c,2,Transit,2024,Published Confirmed,0,0.23374115,0.07393927
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.36500000,0.07370000
HAT-P-11 b,1,Transit,2008,Published Confirmed,0,0.38897315,0.07362426
Kepler-139 c,1,Transit,2014,Published Confirmed,0,0.21866395,0.07317092
Kepler-60 b,1,Transit,2012,Published Confirmed,0,0.19600000,0.07300000
Kepler-30 d,1,Transit,2012,Published Confirmed,0,0.78500000,0.07300000
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.37000000,0.07300000
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.38000000,0.07300000
TOI-4495 c,1,Transit,2024,Published Confirmed,0,0.35953314,0.07299536
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.37670000,0.07290000
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.37390000,0.07280000
Kepler-176 c,1,Transit,2014,Published Confirmed,0,0.22800000,0.07200000
KOI-351 g,1,Transit,2013,Published Confirmed,0,0.68855503,0.07144037
GJ 143 b,1,Transit,2019,Published Confirmed,0,0.23284860,0.07142183
Kepler-189 c,1,Transit,2014,Published Confirmed,0,0.21400000,0.07100000
HD 73583 c,1,Transit,2022,Published Confirmed,0,0.24330000,0.07079292
TOI-1710 b,2,Transit,2022,Published Confirmed,0,0.46419489,0.07047828
TOI-132 b,1,Transit,2020,Published Confirmed,0,0.30511196,0.07047793
Kepler-56 b,1,Transit,2012,Published Confirmed,0,0.58100000,0.07000000
HAT-P-26 b,1,Transit,2010,Published Confirmed,0,0.63000000,0.07000000
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.37200000,0.07000000
BD+20 594 b,1,Transit,2016,Published Confirmed,0,0.23000000,0.07000000
WASP-47 e,1,Transit,2015,Published Confirmed,0,0.16317245,0.06921939
Kepler-409 b,1,Transit,2014,Published Confirmed,0,0.10600000,0.06921939
K2-100 b,1,Transit,2016,Published Confirmed,0,0.34615101,0.06859047
Kepler-109 c,1,Transit,2014,Published Confirmed,0,0.22500000,0.06859013
HD 63433 b,1,Transit,2020,Published Confirmed,0,0.19100000,0.06844888
GJ 436 b,1,Radial Velocity,2004,Published Confirmed,0,0.34347459,0.06833876
Kepler-54 b,1,Transit,2012,Published Confirmed,0,0.19500000,0.06800000
Kepler-245 d,1,Transit,2014,Published Confirmed,0,0.29500000,0.06800000
K2-66 b,1,Transit,2016,Published Confirmed,0,0.22214292,0.06701696
K2-229 c,1,Transit,2018,Published Confirmed,0,0.18913373,0.06701696
TOI-1472 c,1,Radial Velocity,2025,Published Confirmed,0,0.29800000,0.06700000
Kepler-27 c,1,Transit,2011,Published Confirmed,0,0.64000000,0.06700000
K2-233 d,1,Transit,2018,Published Confirmed,0,0.21036703,0.06651388
Kepler-48 b,1,Transit,2012,Published Confirmed,0,0.19100000,0.06638802
K2-32 b,2,Transit,2016,Published Confirmed,0,0.47997145,0.06638769
K2-24 b,1,Transit,2016,Published Confirmed,0,0.50673566,0.06607306
Kepler-85 c,1,Transit,2012,Published Confirmed,0,0.19100000,0.06600000
K2-182 b,1,Transit,2018,Published Confirmed,0,0.24200000,0.06600000
CoRoT-7 b,1,Transit,2009,Published Confirmed,0,0.15000000,0.06600000
TOI-480 b,1,Transit,2024,Published Confirmed,0,0.25459230,0.06544412
NGTS-4 b,1,Transit,2019,Published Confirmed,0,0.28370060,0.06481452
HD 183579 b,1,Transit,2021,Published Confirmed,0,0.31135748,0.06418558
Kepler-84 c,1,Transit,2012,Published Confirmed,0,0.18400000,0.06400000
Kepler-327 c,1,Transit,2014,Published Confirmed,0,0.10500000,0.06400000
Kepler-19 b,1,Transit,2011,Published Confirmed,0,0.19700000,0.06400000
TOI-4010 c,1,Transit,2023,Published Confirmed,0,0.52904008,0.06390241
TOI-333 b,1,Transit,2025,Published Confirmed,0,0.38005240,0.06324167
TOI-2141 b,1,Transit,2023,Published Confirmed,0,0.28075702,0.06324167
Kepler-20 d,2,Transit,2011,Published Confirmed,0,0.24500000,0.06300000
Kepler-10 c,1,Transit,2011,Published Confirmed,0,0.19900000,0.06300000
TOI-5678 b,1,Transit,2023,Published Confirmed,0,0.43804161,0.06292704
TOI-4507 b,1,Transit,2025,Published Confirmed,0,0.73155626,0.06292704
Kepler-129 b,1,Transit,2014,Published Confirmed,0,0.21411403,0.06292704
K2-98 b,1,Transit,2016,Published Confirmed,0,0.43982590,0.06292704
K2-182 b,1,Transit,2018,Published Confirmed,0,0.23998614,0.06292704
HIP 97166 b,1,Transit,2021,Published Confirmed,0,0.24444685,0.06292704
TOI-1130 b,1,Transit,2020,Published Confirmed,0,0.32652389,0.06229777
K2-24 b,1,Transit,2016,Published Confirmed,0,0.50673566,0.06229745
Kepler-18 c,1,Transit,2011,Published Confirmed,0,0.38067690,0.06211373
Kepler-54 c,1,Transit,2012,Published Confirmed,0,0.11800000,0.06200000
Kepler-136 b,2,Transit,2014,Published Confirmed,0,0.16100000,0.06200000
Kepler-104 b,2,Transit,2014,Published Confirmed,0,0.27900000,0.06200000
HD 183579 b,1,Transit,2021,Published Confirmed,0,0.31670979,0.06198282
TOI-2285 b,1,Transit,2021,Published Confirmed,0,0.15523267,0.06135386
TOI-1751 b,1,Transit,2024,Published Confirmed,0,0.26325181,0.06135386
TOI-1448 b,1,Transit,2024,Published Confirmed,0,0.24524978,0.06135386
Kepler-450 b,1,Transit,2015,Published Confirmed,0,0.54272460,0.06103892
Kepler-92 b,1,Transit,2013,Published Confirmed,0,0.33044932,0.06084242
EPIC 229004835 b,1,Transit,2023,Published Confirmed,0,0.19448691,0.06072459
TOI-1130 b,1,Transit,2020,Published Confirmed,0,0.31760247,0.06066166
TIC 365102760 b,1,Transit,2024,Published Confirmed,0,0.55402005,0.06040996
HD 93963 A c,2,Transit,2022,Published Confirmed,0,0.28798337,0.06040996
TOI-782 b,1,Transit,2024,Published Confirmed,0,0.24391156,0.06009532
NGTS-34 b,1,Transit,2025,Published Confirmed,0,0.32563175,0.06009532
HIP 97166 b,1,Transit,2021,Published Confirmed,0,0.22126310,0.06009532
Kepler-219 d,1,Transit,2014,Published Confirmed,0,0.22400000,0.06000000
K2-38 b,1,Transit,2016,Published Confirmed,0,0.17000000,0.06000000
Kepler-47 d,2,Transit,2019,Published Confirmed,0,0.62806673,0.05984331
K2-24 b,1,Transit,2016,Published Confirmed,0,0.48175656,0.05978069
K2-24 b,1,Transit,2016,Published Confirmed,0,0.48175573,0.05978039
TOI-216.02,1,Transit,2019,Published Confirmed,0,0.71371342,0.05900000
HAT-P-26 b,1,Transit,2010,Published Confirmed,0,0.56500000,0.05900000
HD 28109 b,1,Transit,2022,Published Confirmed,0,0.19618198,0.05819492
TOI-824 b,1,Transit,2020,Published Confirmed,0,0.26104024,0.05810339
Kepler-11 f,1,Transit,2010,Published Confirmed,0,0.25381434,0.05809261
